test	subtest	status
/dom/ranges/Range-intersectsNode.html	Node 34 detachedXmlComment, range 60 [foreignDocfrag, 0, foreignDocfrag, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 34 detachedXmlComment, range 61 [xmlDocfrag, 0, xmlDocfrag, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 34 detachedXmlComment, range 7 [paras[5].firstChild, 1, paras[5].firstChild, 3]	PASS
/dom/ranges/Range-intersectsNode.html	Node 34 detachedXmlComment, range 8 [detachedPara1.firstChild, 0, detachedPara1.firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 34 detachedXmlComment, range 9 [detachedPara1.firstChild, 2, detachedPara1.firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 0 [paras[0].firstChild, 0, paras[0].firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 1 [paras[0].firstChild, 0, paras[0].firstChild, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 10 [foreignPara1.firstChild, 0, foreignPara1.firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 11 [foreignPara1.firstChild, 2, foreignPara1.firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 12 [document.documentElement, 0, document.documentElement, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 13 [document.documentElement, 0, document.documentElement, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 14 [document.documentElement, 1, document.documentElement, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 15 [document.head, 1, document.head, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 16 [document.body, 4, document.body, 5]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 17 [foreignDoc.documentElement, 0, foreignDoc.documentElement, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 18 [paras[0], 0, paras[0], 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 19 [detachedPara1, 0, detachedPara1, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 2 [paras[0].firstChild, 2, paras[0].firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 20 [paras[0].firstChild, 0, paras[1].firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 21 [paras[0].firstChild, 0, paras[1].firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 22 [paras[0].firstChild, 3, paras[3], 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 23 [paras[0], 0, paras[0].firstChild, 7]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 24 [testDiv, 2, paras[4], 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 25 [document, 0, document, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 26 [document, 0, document, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 27 [comment, 2, comment, 3]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 28 [testDiv, 0, comment, 5]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 29 [foreignDoc, 1, foreignComment, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 3 [paras[0].firstChild, 2, paras[0].firstChild, 9]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 30 [foreignDoc.body, 0, foreignTextNode, 36]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 31 [xmlDoc, 1, xmlComment, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 32 [detachedTextNode, 0, detachedTextNode, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 33 [detachedForeignTextNode, 0, detachedForeignTextNode, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 34 [detachedXmlTextNode, 0, detachedXmlTextNode, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 35 [detachedComment, 3, detachedComment, 4]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 36 [detachedForeignComment, 0, detachedForeignComment, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 37 [detachedXmlComment, 2, detachedXmlComment, 6]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 38 [docfrag, 0, docfrag, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 39 [processingInstruction, 0, processingInstruction, 4]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 4 [paras[1].firstChild, 0, paras[1].firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 40 [paras[1].firstChild, 0, paras[1].firstChild, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 41 [paras[1].firstChild, 2, paras[1].firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 42 [detachedPara1.firstChild, 0, detachedPara1.firstChild, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 43 [foreignPara1.firstChild, 0, foreignPara1.firstChild, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 44 [foreignDoc.head, 1, foreignDoc.head, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 45 [foreignDoc.body, 0, foreignDoc.body, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 46 [paras[0], 0, paras[0], 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 47 [detachedPara1, 0, detachedPara1, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 48 [testDiv, 1, paras[2].firstChild, 5]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 49 [document.documentElement, 1, document.body, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 5 [paras[1].firstChild, 2, paras[1].firstChild, 9]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 50 [foreignDoc.documentElement, 1, foreignDoc.body, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 51 [document, 1, document, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 52 [paras[2].firstChild, 4, comment, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 53 [paras[3], 1, comment, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 54 [foreignDoc, 0, foreignDoc, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 55 [xmlDoc, 0, xmlDoc, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 56 [detachedForeignTextNode, 7, detachedForeignTextNode, 7]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 57 [detachedXmlTextNode, 7, detachedXmlTextNode, 7]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 58 [detachedComment, 5, detachedComment, 5]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 59 [detachedForeignComment, 4, detachedForeignComment, 4]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 6 [paras[5].firstChild, 2, paras[5].lastChild, 4]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 60 [foreignDocfrag, 0, foreignDocfrag, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 61 [xmlDocfrag, 0, xmlDocfrag, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 7 [paras[5].firstChild, 1, paras[5].firstChild, 3]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 8 [detachedPara1.firstChild, 0, detachedPara1.firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 35 foreignDocfrag, range 9 [detachedPara1.firstChild, 2, detachedPara1.firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 0 [paras[0].firstChild, 0, paras[0].firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 1 [paras[0].firstChild, 0, paras[0].firstChild, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 10 [foreignPara1.firstChild, 0, foreignPara1.firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 11 [foreignPara1.firstChild, 2, foreignPara1.firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 12 [document.documentElement, 0, document.documentElement, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 13 [document.documentElement, 0, document.documentElement, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 14 [document.documentElement, 1, document.documentElement, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 15 [document.head, 1, document.head, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 16 [document.body, 4, document.body, 5]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 17 [foreignDoc.documentElement, 0, foreignDoc.documentElement, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 18 [paras[0], 0, paras[0], 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 19 [detachedPara1, 0, detachedPara1, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 2 [paras[0].firstChild, 2, paras[0].firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 20 [paras[0].firstChild, 0, paras[1].firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 21 [paras[0].firstChild, 0, paras[1].firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 22 [paras[0].firstChild, 3, paras[3], 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 23 [paras[0], 0, paras[0].firstChild, 7]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 24 [testDiv, 2, paras[4], 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 25 [document, 0, document, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 26 [document, 0, document, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 27 [comment, 2, comment, 3]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 28 [testDiv, 0, comment, 5]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 29 [foreignDoc, 1, foreignComment, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 3 [paras[0].firstChild, 2, paras[0].firstChild, 9]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 30 [foreignDoc.body, 0, foreignTextNode, 36]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 31 [xmlDoc, 1, xmlComment, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 32 [detachedTextNode, 0, detachedTextNode, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 33 [detachedForeignTextNode, 0, detachedForeignTextNode, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 34 [detachedXmlTextNode, 0, detachedXmlTextNode, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 35 [detachedComment, 3, detachedComment, 4]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 36 [detachedForeignComment, 0, detachedForeignComment, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 37 [detachedXmlComment, 2, detachedXmlComment, 6]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 38 [docfrag, 0, docfrag, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 39 [processingInstruction, 0, processingInstruction, 4]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 4 [paras[1].firstChild, 0, paras[1].firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 40 [paras[1].firstChild, 0, paras[1].firstChild, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 41 [paras[1].firstChild, 2, paras[1].firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 42 [detachedPara1.firstChild, 0, detachedPara1.firstChild, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 43 [foreignPara1.firstChild, 0, foreignPara1.firstChild, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 44 [foreignDoc.head, 1, foreignDoc.head, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 45 [foreignDoc.body, 0, foreignDoc.body, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 46 [paras[0], 0, paras[0], 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 47 [detachedPara1, 0, detachedPara1, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 48 [testDiv, 1, paras[2].firstChild, 5]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 49 [document.documentElement, 1, document.body, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 5 [paras[1].firstChild, 2, paras[1].firstChild, 9]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 50 [foreignDoc.documentElement, 1, foreignDoc.body, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 51 [document, 1, document, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 52 [paras[2].firstChild, 4, comment, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 53 [paras[3], 1, comment, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 54 [foreignDoc, 0, foreignDoc, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 55 [xmlDoc, 0, xmlDoc, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 56 [detachedForeignTextNode, 7, detachedForeignTextNode, 7]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 57 [detachedXmlTextNode, 7, detachedXmlTextNode, 7]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 58 [detachedComment, 5, detachedComment, 5]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 59 [detachedForeignComment, 4, detachedForeignComment, 4]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 6 [paras[5].firstChild, 2, paras[5].lastChild, 4]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 60 [foreignDocfrag, 0, foreignDocfrag, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 61 [xmlDocfrag, 0, xmlDocfrag, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 7 [paras[5].firstChild, 1, paras[5].firstChild, 3]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 8 [detachedPara1.firstChild, 0, detachedPara1.firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 36 xmlDocfrag, range 9 [detachedPara1.firstChild, 2, detachedPara1.firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 0 [paras[0].firstChild, 0, paras[0].firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 1 [paras[0].firstChild, 0, paras[0].firstChild, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 10 [foreignPara1.firstChild, 0, foreignPara1.firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 11 [foreignPara1.firstChild, 2, foreignPara1.firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 12 [document.documentElement, 0, document.documentElement, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 13 [document.documentElement, 0, document.documentElement, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 14 [document.documentElement, 1, document.documentElement, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 15 [document.head, 1, document.head, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 16 [document.body, 4, document.body, 5]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 17 [foreignDoc.documentElement, 0, foreignDoc.documentElement, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 18 [paras[0], 0, paras[0], 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 19 [detachedPara1, 0, detachedPara1, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 2 [paras[0].firstChild, 2, paras[0].firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 20 [paras[0].firstChild, 0, paras[1].firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 21 [paras[0].firstChild, 0, paras[1].firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 22 [paras[0].firstChild, 3, paras[3], 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 23 [paras[0], 0, paras[0].firstChild, 7]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 24 [testDiv, 2, paras[4], 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 25 [document, 0, document, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 26 [document, 0, document, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 27 [comment, 2, comment, 3]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 28 [testDiv, 0, comment, 5]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 29 [foreignDoc, 1, foreignComment, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 3 [paras[0].firstChild, 2, paras[0].firstChild, 9]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 30 [foreignDoc.body, 0, foreignTextNode, 36]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 31 [xmlDoc, 1, xmlComment, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 32 [detachedTextNode, 0, detachedTextNode, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 33 [detachedForeignTextNode, 0, detachedForeignTextNode, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 34 [detachedXmlTextNode, 0, detachedXmlTextNode, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 35 [detachedComment, 3, detachedComment, 4]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 36 [detachedForeignComment, 0, detachedForeignComment, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 37 [detachedXmlComment, 2, detachedXmlComment, 6]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 38 [docfrag, 0, docfrag, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 39 [processingInstruction, 0, processingInstruction, 4]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 4 [paras[1].firstChild, 0, paras[1].firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 40 [paras[1].firstChild, 0, paras[1].firstChild, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 41 [paras[1].firstChild, 2, paras[1].firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 42 [detachedPara1.firstChild, 0, detachedPara1.firstChild, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 43 [foreignPara1.firstChild, 0, foreignPara1.firstChild, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 44 [foreignDoc.head, 1, foreignDoc.head, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 45 [foreignDoc.body, 0, foreignDoc.body, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 46 [paras[0], 0, paras[0], 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 47 [detachedPara1, 0, detachedPara1, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 48 [testDiv, 1, paras[2].firstChild, 5]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 49 [document.documentElement, 1, document.body, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 5 [paras[1].firstChild, 2, paras[1].firstChild, 9]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 50 [foreignDoc.documentElement, 1, foreignDoc.body, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 51 [document, 1, document, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 52 [paras[2].firstChild, 4, comment, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 53 [paras[3], 1, comment, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 54 [foreignDoc, 0, foreignDoc, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 55 [xmlDoc, 0, xmlDoc, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 56 [detachedForeignTextNode, 7, detachedForeignTextNode, 7]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 57 [detachedXmlTextNode, 7, detachedXmlTextNode, 7]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 58 [detachedComment, 5, detachedComment, 5]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 59 [detachedForeignComment, 4, detachedForeignComment, 4]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 6 [paras[5].firstChild, 2, paras[5].lastChild, 4]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 60 [foreignDocfrag, 0, foreignDocfrag, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 61 [xmlDocfrag, 0, xmlDocfrag, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 7 [paras[5].firstChild, 1, paras[5].firstChild, 3]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 8 [detachedPara1.firstChild, 0, detachedPara1.firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 37 xmlDoctype, range 9 [detachedPara1.firstChild, 2, detachedPara1.firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 0 [paras[0].firstChild, 0, paras[0].firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 1 [paras[0].firstChild, 0, paras[0].firstChild, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 10 [foreignPara1.firstChild, 0, foreignPara1.firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 11 [foreignPara1.firstChild, 2, foreignPara1.firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 12 [document.documentElement, 0, document.documentElement, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 13 [document.documentElement, 0, document.documentElement, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 14 [document.documentElement, 1, document.documentElement, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 15 [document.head, 1, document.head, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 16 [document.body, 4, document.body, 5]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 17 [foreignDoc.documentElement, 0, foreignDoc.documentElement, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 18 [paras[0], 0, paras[0], 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 19 [detachedPara1, 0, detachedPara1, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 2 [paras[0].firstChild, 2, paras[0].firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 20 [paras[0].firstChild, 0, paras[1].firstChild, 0]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 21 [paras[0].firstChild, 0, paras[1].firstChild, 8]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 22 [paras[0].firstChild, 3, paras[3], 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 23 [paras[0], 0, paras[0].firstChild, 7]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 24 [testDiv, 2, paras[4], 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 25 [document, 0, document, 1]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 26 [document, 0, document, 2]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 27 [comment, 2, comment, 3]	PASS
/dom/ranges/Range-intersectsNode.html	Node 4 foreignPara1, range 28 [testDiv, 0, comment, 5]	PASS
